selector,equivalence_id,member_count,base_name,render_bucket,structure_fingerprint,members,basis
normal_decal.sps,SHADER_EQ_0088,1,normal_decal,2,4a380f0cde84d28c,normal_decal.sps,"same base shader, render bucket, parameters and layouts"
normal_decal_pxm.sps,SHADER_EQ_0089,1,normal_decal_pxm,2,a41b037c46d6c5a4,normal_decal_pxm.sps,"same base shader, render bucket, parameters and layouts"
normal_decal_pxm_tnt.sps,SHADER_EQ_0090,1,normal_decal_pxm_tnt,2,2495e6251f870542,normal_decal_pxm_tnt.sps,"same base shader, render bucket, parameters and layouts"
normal_decal_tnt.sps,SHADER_EQ_0091,1,normal_decal_tnt,2,49e0c262a223e572,normal_decal_tnt.sps,"same base shader, render bucket, parameters and layouts"
normal_detail.sps,SHADER_EQ_0092,1,normal_detail,0,f90c7b95354064e9,normal_detail.sps,"same base shader, render bucket, parameters and layouts"
normal_detail_dpm.sps,SHADER_EQ_0093,1,normal_detail_dpm,0,b23898c4b28fe503,normal_detail_dpm.sps,"same base shader, render bucket, parameters and layouts"
normal_diffspec.sps,SHADER_EQ_0094,1,normal_diffspec,0,72e873d9e7b9ed9b,normal_diffspec.sps,"same base shader, render bucket, parameters and layouts"
normal_diffspec_detail.sps,SHADER_EQ_0095,1,normal_diffspec_detail,0,2d1fab60915f6a72,normal_diffspec_detail.sps,"same base shader, render bucket, parameters and layouts"
normal_diffspec_detail_dpm.sps,SHADER_EQ_0096,1,normal_diffspec_detail_dpm,0,9da18f69edfa0723,normal_diffspec_detail_dpm.sps,"same base shader, render bucket, parameters and layouts"
normal_diffspec_detail_dpm_tnt.sps,SHADER_EQ_0097,1,normal_diffspec_detail_dpm_tnt,0,dfa9b5cdad156147,normal_diffspec_detail_dpm_tnt.sps,"same base shader, render bucket, parameters and layouts"
normal_diffspec_detail_tnt.sps,SHADER_EQ_0098,1,normal_diffspec_detail_tnt,0,c88be6b2b14979e0,normal_diffspec_detail_tnt.sps,"same base shader, render bucket, parameters and layouts"
normal_diffspec_tnt.sps,SHADER_EQ_0099,1,normal_diffspec_tnt,0,76e7c4a07ef031c3,normal_diffspec_tnt.sps,"same base shader, render bucket, parameters and layouts"
normal_pxm.sps,SHADER_EQ_0100,1,normal_pxm,0,efe28f2eecb9853b,normal_pxm.sps,"same base shader, render bucket, parameters and layouts"
normal_pxm_tnt.sps,SHADER_EQ_0101,2,normal_pxm_tnt,0,90292641e2acd1ab,normal_pxm_tnt.sps | normal_tnt_pxm.sps,"same base shader, render bucket, parameters and layouts"
normal_tnt_pxm.sps,SHADER_EQ_0101,2,normal_pxm_tnt,0,90292641e2acd1ab,normal_pxm_tnt.sps | normal_tnt_pxm.sps,"same base shader, render bucket, parameters and layouts"
normal_reflect.sps,SHADER_EQ_0102,1,normal_reflect,0,218e82493277962a,normal_reflect.sps,"same base shader, render bucket, parameters and layouts"
normal_reflect_alpha.sps,SHADER_EQ_0103,1,normal_reflect,1,218e82493277962a,normal_reflect_alpha.sps,"same base shader, render bucket, parameters and layouts"
normal_reflect_decal.sps,SHADER_EQ_0104,1,normal_reflect_decal,2,1d286650c5fa913f,normal_reflect_decal.sps,"same base shader, render bucket, parameters and layouts"
normal_reflect_screendooralpha.sps,SHADER_EQ_0105,1,normal_reflect,3,218e82493277962a,normal_reflect_screendooralpha.sps,"same base shader, render bucket, parameters and layouts"
normal_spec.sps,SHADER_EQ_0106,1,normal_spec,0,8c261aca87b5e56f,normal_spec.sps,"same base shader, render bucket, parameters and layouts"
normal_spec_alpha.sps,SHADER_EQ_0107,1,normal_spec,1,8c261aca87b5e56f,normal_spec_alpha.sps,"same base shader, render bucket, parameters and layouts"
normal_spec_batch.sps,SHADER_EQ_0108,1,normal_spec_batch,3,434efe7a4b7e634a,normal_spec_batch.sps,"same base shader, render bucket, parameters and layouts"
normal_spec_cubemap_reflect.sps,SHADER_EQ_0109,1,normal_spec_cubemap_reflect,0,2b84d018a6c9853d,normal_spec_cubemap_reflect.sps,"same base shader, render bucket, parameters and layouts"
normal_spec_cutout.sps,SHADER_EQ_0110,2,normal_spec,3,8c261aca87b5e56f,normal_spec_cutout.sps | normal_spec_screendooralpha.sps,"same base shader, render bucket, parameters and layouts"
normal_spec_screendooralpha.sps,SHADER_EQ_0110,2,normal_spec,3,8c261aca87b5e56f,normal_spec_cutout.sps | normal_spec_screendooralpha.sps,"same base shader, render bucket, parameters and layouts"
normal_spec_cutout_tnt.sps,SHADER_EQ_0111,1,normal_spec_tnt,3,2500f7171085041a,normal_spec_cutout_tnt.sps,"same base shader, render bucket, parameters and layouts"
normal_spec_decal.sps,SHADER_EQ_0112,1,normal_spec_decal,2,9f3a4b35e9d5bd78,normal_spec_decal.sps,"same base shader, render bucket, parameters and layouts"
normal_spec_decal_detail.sps,SHADER_EQ_0113,1,normal_spec_decal_detail,2,56f54ce5a7bb05ed,normal_spec_decal_detail.sps,"same base shader, render bucket, parameters and layouts"
normal_spec_decal_nopuddle.sps,SHADER_EQ_0114,1,normal_spec_decal_nopuddle,2,0f8f5851712c46b4,normal_spec_decal_nopuddle.sps,"same base shader, render bucket, parameters and layouts"
normal_spec_decal_pxm.sps,SHADER_EQ_0115,1,normal_spec_decal_pxm,2,fa8fc9ce8ab64bec,normal_spec_decal_pxm.sps,"same base shader, render bucket, parameters and layouts"
normal_spec_decal_tnt.sps,SHADER_EQ_0116,1,normal_spec_decal_tnt,2,abeb407f78feb472,normal_spec_decal_tnt.sps,"same base shader, render bucket, parameters and layouts"
normal_spec_detail.sps,SHADER_EQ_0117,1,normal_spec_detail,0,967f46196e1997fe,normal_spec_detail.sps,"same base shader, render bucket, parameters and layouts"
normal_spec_detail_dpm.sps,SHADER_EQ_0118,1,normal_spec_detail_dpm,0,80d04b47e6048610,normal_spec_detail_dpm.sps,"same base shader, render bucket, parameters and layouts"
normal_spec_detail_dpm_tnt.sps,SHADER_EQ_0119,1,normal_spec_detail_dpm_tnt,0,4c8a88bb69c3b230,normal_spec_detail_dpm_tnt.sps,"same base shader, render bucket, parameters and layouts"
